Cohort,Code,Age,Class,Animal ID,OffspringlgGAV,FamID,,Family ID,IntFamID,offspring count,pond count,larval count,Father ld,Mother ld,Mean Parent Load,Offspringmeanld,Maxld,Minld,Family ID
201604,136,pond,Offspring,201604_136_001_B7_G,5.74,B2_010,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_B3_G,5.74,B2_015,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR146,5.77,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_01_G5G,5.80,B1_026,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_E6_G,5.87,B2_014,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_A6_G,5.95,B2_007,,,,,,,,,,,,,
201604,244,pond,Offspring,244_06_G4G,5.98,B1_011,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR322,5.98,B2_012,,,,,,,,,,,,,
201604,243,pond,Offspring,243_01_A6G,6.02,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_06_F6G,6.08,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_01_B12G,6.09,B1_036,,,,,,,,,,,,,
201604,244,pond,Offspring,244_03_G8G,6.10,B1_036,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_F7_G,6.23,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_G11_G,6.30,B2_019,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_D8_G,6.38,B2_010,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_F12_G,6.40,B2_013,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_B9_G,6.40,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_A1_G,6.45,B2_007,,,,,,,,,,,,,
201604,243,pond,Offspring,243_01_H3G,6.52,B1_011,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_B4_G,6.65,B2_007,,,,,,,,,,,,,
201604,244,pond,Offspring,244_03_A8G,6.93,B1_036,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_B8_G,6.96,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_A11_G,6.98,B2_017,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_G9_G,6.98,B2_014,,,,,,,,,,,,,
201604,244,pond,Offspring,244_01_C12G,7.02,B1_034,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_E3_G,7.08,B3_011,,,,,,,,,,,,,
201604,243,pond,Offspring,243_01_G9G,7.21,B1_036,,,,,,,,,,,,,
201604,135,pond,Offspring,201604_135_001_F2_G,7.21,B2_017,,,,,,,,,,,,,
201602,142,pond,Offspring,201602_142_005_E12_G,7.23,B3_011,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_B6_G,7.28,B2_009,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_B5_G,7.43,B2_015,,,,,,,,,,,,,
201604,244,pond,Offspring,244_01_H7G,7.90,B1_008,,,,,,,,,,,,,
201604,136,pond,Offspring,201604_136_001_G10_G,8.03,B2_010,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR127,0,B3_029,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR110,0,B3_009,,,,,,,,,,,,,
201602,parent,broodstock,father,201602BR104,0,B3_015,,,,,,,,,,,,,
201604,parent,broodstock,father,201604BR142,0,B2_003,,,,,,,,,,,,,
201602,parent,broodstock,mother,201602BR026,0,B3_001,,,,,,,,,,,,,
201602,parent,broodstock,mother,201602BR031,0,B3_023,,,,,,,,,,,,,
201602,parent,broodstock,mother,201602BR056,0,B3_011,,,,,,,,,,,,,
201602,parent,broodstock,mother,201602BR123,0,B3_020,,,,,,,,,,,,,
201604,parent,broodstock,mother,201604BR049,0,B2_003,,,,,,,,,,,,,
201604,parent,broodstock,mother,201604BR102,0,B2_007,,,,,,,,,,,,,
201604,parent,broodstock,mother,201604BR427,0,B2_012,,,,,,,,,,,,,
201604,parent,broodstock,mother,201604BR429,0,B2_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A12G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H11G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B6G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E8G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A1G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C10G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E12G,NA,B3_029,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_G5G,NA,B3_029,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D6G,NA,B3_029,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D9G,NA,B3_029,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F9G,NA,B3_029,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_G3G,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL062,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL088,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_C10G,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_C8G,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_D9G,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G7G,NA,B3_029,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H3G,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL012,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL035,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL037,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL040,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL046,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A5G,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_E1G,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F10G,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F8G,NA,B3_029,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F9G,NA,B3_029,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B9G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E6G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_G3G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_G4G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_B8G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F3G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F6G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H2G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H3G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B10G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B1G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E4G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F1G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F4G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F6G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G2G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G3G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H5G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H9G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C11G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C12G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C1G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C2G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C4G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D7G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D8G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E10G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E1G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E9G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_001,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_009,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_025,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_031,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_049,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B7G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D12G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H10G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H3G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D2G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D5G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_H6G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C4G,NA,B3_001,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_H8G,NA,B3_001,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D12G,NA,B3_001,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL045,NA,B3_001,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A8G,NA,B3_001,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E2G,NA,B3_001,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_G7G,NA,B3_001,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H4G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL019,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL023,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL043,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL044,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL050,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_B6G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_C1G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_D6G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B5G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F10G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F4G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G2G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G5G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G9G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H1G,NA,B3_001,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H5G,NA,B3_001,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F4G,NA,B3_023,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E3G,NA,B3_023,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL002,NA,B3_023,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A10G,NA,B3_023,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F5G,NA,B3_023,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H7G,NA,B3_023,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_G10G,NA,B3_003,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C3G,NA,B3_003,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D11G,NA,B3_003,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D11G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_007,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D4G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D7G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H9G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B1G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_082,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A9G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C5G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D11G,NA,B3_003,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_F12G,NA,B3_003,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C12G,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL010,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL015,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL027,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL053,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL064,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL001,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL015,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL038,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL048,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL054,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL060,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL067,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL068,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_F5G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C3G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D6G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_E10G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G10G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G3G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G8G,NA,B3_003,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H2G,NA,B3_003,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL033,NA,B3_004,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C4G,NA,B3_004,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E7G,NA,B3_004,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H10G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL006,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL007,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL008,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL012,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL013,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL034,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL035,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL039,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL041,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL045,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL051,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL053,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL056,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL059,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL065,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL081,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL094,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_A4G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_C2G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_D3G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_F4G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G1G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B4G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C10G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C8G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C9G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D4G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_E7G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F1G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F8G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G7G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H4G,NA,B3_004,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H8G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B10G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E9G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A3G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C7G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B12G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C6G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_D12G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F2G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D4G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E3G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E7G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E11G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_H10G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B2G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_E10G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_E1G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_F5G,NA,B3_004,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_H1G,NA,B3_004,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B12G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_D8G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_B6G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D8G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E11G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E4G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G11G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A11G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A7G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A9G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B3G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F10G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G8G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H11G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B2G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F9G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G6G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_002,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_003,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_005,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_011,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_046,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_047,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_050,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_056,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B10G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B6G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C5G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F4G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_G11G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C4G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C6G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C8G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G1G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_086,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B1G,NA,B3_005,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C7G,NA,B3_005,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL040,NA,B3_005,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL041,NA,B3_005,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL065,NA,B3_005,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL094,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL040,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL063,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL071,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL075,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL078,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL091,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL093,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_A1G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_E5G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G6G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A3G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C11G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C1G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D11G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_E3G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G11G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G1G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H6G,NA,B3_005,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H9G,NA,B3_005,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C5G,NA,B3_006,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F11G,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL005,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL046,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL082,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_B3G,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C4G,NA,B3_006,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_H11G,NA,B3_006,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A10G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A7G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E2G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_F8G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H8G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F5G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G10G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A5G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C1G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C2G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_D6G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_D9G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E6G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C7G,NA,B3_007,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F5G,NA,B3_007,,,,,,,,,,,,,
201602,142,pond,Offspring,142_027,NA,B3_007,,,,,,,,,,,,,
