Cohort,Code,Age,Class,Animal ID,OffspringlgGAV,FamID,,Family ID,IntFamID,offspring count,pond count,larval count,Father ld,Mother ld,Mean Parent Load,Offspringmeanld,Maxld,Minld,Family ID
201602,141,pond,Offspring,141_03_B8G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C10G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C6G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_F5G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H4G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A10G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_B7G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C12G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E3G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E5G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F12G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G6G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H4G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H8G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A5G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B4G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B7G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D2G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E5G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F2G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G5G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H11G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_014,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_021,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_022,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_028,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_029,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_030,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_039,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_044,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_053,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A7G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A8G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B2G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B4G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D11G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E1G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E2G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F5G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_G7G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_065,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B9G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C2G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D3G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D8G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F10G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F8G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G2G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_072,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_074,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_075,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_076,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A5G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B4G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C10G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C3G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D12G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_E3G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_E6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_F9G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_G7G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_H6G,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_090,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_092,NA,B3_011,,,,,,,,,,,,,
201602,142,pond,Offspring,142_093,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A10G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A11G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_B10G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C7G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D11G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D7G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D9G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E10G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E9G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F10G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F12G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G7G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H7G,NA,B3_011,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H8G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL009,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL014,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL037,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL043,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL047,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL055,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL058,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL060,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL061,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL072,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL073,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL077,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL083,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL086,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL090,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A3G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A4G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A7G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A9G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B3G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B6G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B8G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C1G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D10G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D11G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D8G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D9G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E10G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E12G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E5G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E9G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F10G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F1G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F5G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F8G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F9G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_G5G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H6G,NA,B3_011,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H7G,NA,B3_011,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_F6G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_G8G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A2G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D10G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D12G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F9G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H9G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C11G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_D11G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E1G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H7G,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H6G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_004,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_036,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_057,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A3G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C3G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D3G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E8G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F2G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_G9G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H11G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B2G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E1G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F1G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G11G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A12G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A8G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B9G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D1G,NA,B3_012,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_F6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A5G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C1G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C3G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C4G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C5G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E1G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F4G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G3G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A10G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A1G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A2G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A3G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A4G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A8G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_C1G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_C4G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_C5G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D2G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D4G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D8G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_E12G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_E6G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_E7G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_F12G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_F2G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_F7G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_G2G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_G9G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_H9G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL010,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL014,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL090,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_B12G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_E7G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_E9G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_F6G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G9G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B12G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D12G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D3G,NA,B3_012,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_E12G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL006,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL011,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL014,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL020,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL026,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL036,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL039,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL042,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL045,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL050,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL054,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL079,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A2G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A3G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A9G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_B11G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_B7G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_B8G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_C10G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_D10G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_D3G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F12G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F1G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_G1G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_G7G,NA,B3_012,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_H8G,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL015,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL019,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL025,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL027,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL028,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL036,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL051,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL056,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL060,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL061,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL063,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL064,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL074,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL075,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL078,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL080,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL087,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL091,NA,B3_012,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL094,NA,B3_012,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B6G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C2G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C7G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C8G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_D5G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E10G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E8G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H10G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H3G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_B10G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C11G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D3G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D6G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E7G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F7G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G8G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G9G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H1G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H6G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A10G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A3G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_B4G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C10G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E11G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E3G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G7G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H6G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B1G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D6G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F11G,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F8G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_023,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_045,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_059,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B5G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C10G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C1G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E6G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F7G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H1G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A11G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A3G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A7G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A8G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C1G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C3G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D11G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E2G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E8G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F12G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G3G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_H1G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_073,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A7G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C8G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D3G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D5G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_F8G,NA,B3_013,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_H4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_B6G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E3G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F1G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G5G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A5G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_A7G,NA,B3_013,,,,,,,,,,,,,
