Cohort,Pond,Class,Prawn ID,log10GAV,FamilyID,,IntFamID,FamilyID,FamIntID,FatherGAVld,MotherGAVld,Mean Parent Load,Offspringcount,Offspring GAV+ve,Gav+ve(%),Offspring GAV -ve,GAV -ve (%),Offspringmeanld,Maxld,Minld
G1T1701,150,Offspring,G1T1701_150_003_C7_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E6_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_F8_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_F12_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F6_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H5_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C9_G,1.32,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A7_G,1.44,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F4_G,1.7,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E5_G,1.7,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E6_G,1.78,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C11_G,1.93,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G10_G,2.02,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F5_G,2.08,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D10_G,2.13,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F2_G,2.31,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_H11_G,2.41,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C11_G,2.48,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E2_G,2.62,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F12_G,2.93,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E9_G,3.08,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E5_G,3.11,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B5_G,3.53,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A4_G,4.02,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G6_G,4.15,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G9_G,4.18,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B2_G,4.28,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F11_G,4.73,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_F3_G,5.01,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C5_G,5.04,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A3_G,5.53,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B2_G,6.69,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D8_G,nd,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G4_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A8_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A2_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D3_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E12_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C3_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F9_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E11_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G6_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A3_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B10_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H3_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D9_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D2_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A9_G,0.95,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D9_G,0.95,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C5_G,1.39,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B10_G,1.84,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H8_G,1.97,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F2_G,2.09,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E1_G,2.27,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A6_G,2.38,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E1_G,2.4,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A9_G,2.45,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E3_G,2.48,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E10_G,2.73,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F7_G,2.76,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B1_G,2.87,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D2_G,2.98,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C6_G,3.09,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A11_G,3.24,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H10_G,4.77,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F3_G,5.35,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A12_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E7_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_H9_G,nd,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F6_G,nd,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G10_G,nd,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C12_G,1.25,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H2_G,1.57,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E1_G,4.8,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C6_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H8_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E9_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D9_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A12_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D7_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B8_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B7_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D10_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E2_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G3_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B9_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E11_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_H1_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B9_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C8_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G4_G,nd,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D10_G,0.63,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D12_G,0.92,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C7_G,0.97,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_E3_G,1.11,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F6_G,1.17,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D10_G,1.44,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A6_G,1.84,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C9_G,1.98,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D5_G,2.18,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F12_G,2.3,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B12_G,2.59,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A12_G,2.72,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C2_G,3.05,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C1_G,4.03,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D7_G,4.25,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F10_G,4.61,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H6_G,5.19,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E1_G,5.19,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_E3_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A12_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A5_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G2_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G4_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C4_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D12_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G4_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A4_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C1_G,1.51,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C3_G,1.57,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_H3_G,1.92,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E5_G,2.73,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C1_G,3.88,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E9_G,4.96,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A7_G,nd,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A3_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D9_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F1_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A5_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F9_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F10_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B2_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D9_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A1_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E12_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C3_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E3_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A5_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C1_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D2_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_H2_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E3_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A8_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H1_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B2_G,1.07,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F3_G,1.39,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C7_G,1.49,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D1_G,2.05,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B8_G,2.17,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B5_G,2.5,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G5_G,3.09,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B3_G,4.8,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A3_G,6.04,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_H11_G,nd,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C11_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H1_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B3_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B4_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H11_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B5_G,nd,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E4_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G8_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A11_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B10_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E6_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D5_G,nd,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_H9_G,3.06,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G11_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C5_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A1_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A9_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B9_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H11_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A12_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A5_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C1_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E11_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H5_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
