Cohort,Pond,Class,Prawn ID,log10GAV,FamilyID,,IntFamID,FamilyID,FamIntID,FatherGAVld,MotherGAVld,Mean Parent Load,Offspringcount,Offspring GAV+ve,Gav+ve(%),Offspring GAV -ve,GAV -ve (%),Offspringmeanld,Maxld,Minld
G1T1701,150,Offspring,G1T1701_150_001_H7_G,1.8,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C10_G,1.99,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G8_G,2.25,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E7_G,2.28,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F4_G,2.45,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A2_G,2.6,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E10_G,3.48,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H11_G,3.84,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E12_G,4.06,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A12_G,4.12,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E1_G,4.12,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G6_G,4.28,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G3_G,4.35,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D3_G,4.36,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G3_G,4.36,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_H1_G,5.78,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E12_G,5.84,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E12_G,5.96,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E7_G,6.18,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D5_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E10_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E2_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A11_G,nd,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F8_G,nd,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A3_G,nd,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D1_G,1,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H9_G,1.65,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E3_G,1.73,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B1_G,1.94,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D3_G,2.53,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_E8_G,4.17,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G11_G,nd,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F4_G,nd,G1T1701_BR_401_MP__G1T1701_BR_450_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B4_G,1.2,G1T1701_BR_401_MP__G1T1701_BR_450_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H8_G,nd,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G2_G,nd,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C10_G,1.24,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,,,,,,,,,,,
